Song Title,Streams,Highest Charting Position,Number of Times Charted,Artist,Artist Followers,Genre,Release Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Valence
Heather,"6,164,795",12,53,Conan Gray,3794081,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",20-03-2020,86,0.357,0.425,-7.301,0.033,0.584,0.322,102.078,0.270
Coupe,"6,161,664",129,1,Pop Smoke,6837946,['brooklyn drill'],31-07-2021,54,0.912,0.589,-7.476,0.200,0.033,0.080,135.921,0.486
Once A Day,"6,159,873",148,1,Mac Miller,6189454,"['hip hop', 'pittsburgh rap', 'rap']",17-01-2020,61,0.762,0.054,-16.735,0.050,0.947,0.124,96.838,0.339
Patience (feat. YUNGBLUD & Polo G),"6,155,698",121,1,KSI,2010879,['uk hip hop'],12-03-2021,71,0.616,0.741,-4.272,0.043,0.003,0.307,122.012,0.431
Dime Cómo Quieres,"6,152,821",139,1,"Christian Nodal, Ángela Aguilar",8123757,"['mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",13-11-2020,75,0.839,0.667,-3.961,0.031,0.322,0.244,124.889,0.878
you broke me first,"6,152,121",13,55,Tate McRae,1647262,"['alt z', 'dance pop', 'pop', 'post-teen pop']",17-04-2020,86,0.667,0.373,-9.389,0.050,0.785,0.091,124.148,0.082
Family,"6,145,132",107,2,"The Chainsmokers, Kygo",18195884,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",06-12-2019,67,0.584,0.607,-6.605,0.036,0.426,0.101,117.817,0.374
Bad Bitch From Tokyo (Intro),"6,144,736",114,1,Pop Smoke,6852509,['brooklyn drill'],03-07-2020,59,0.645,0.640,-6.871,0.179,0.395,0.286,140.248,0.674
Life Goes On,"6,142,975",4,29,BTS,37106176,"['k-pop', 'k-pop boy group']",20-11-2020,84,0.566,0.716,-5.733,0.042,0.007,0.370,81.068,0.450
The Nights,"6,136,340",126,18,Avicii,20270895,"['dance pop', 'edm', 'pop', 'pop dance']",01-01-2014,85,0.527,0.835,-5.298,0.043,0.017,0.249,125.983,0.654
POPSTAR (feat. Drake),"6,127,103",7,40,DJ Khaled,6278835,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",17-07-2020,80,0.800,0.560,-4.818,0.261,0.057,0.134,163.071,0.450
Donuts,"6,113,037",129,1,Gzuz,1140383,"['deep german hip hop', 'german hip hop', 'hamburg hip hop']",13-02-2020,62,0.784,0.703,-7.491,0.236,0.097,0.075,141.035,0.556
911,"6,111,108",28,23,Sech,8758283,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",09-07-2021,89,0.816,0.710,-3.728,0.040,0.165,0.292,93.020,0.784
Beautiful Trip,"6,108,393",183,1,Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",11-12-2020,54,0.331,0.513,-15.392,0.632,0.972,0.882,133.971,0.420
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,"6,107,499",16,7,Travis Scott,437907,"['rap', 'trap']",27-12-2019,68,0.559,0.491,-6.406,0.035,0.057,0.099,153.131,0.114
Hablamos Mañana,"6,105,711",70,3,"Bad Bunny, Duki, Pablo Chill-E",36177712,"['latin', 'reggaeton', 'trap latino']",29-02-2020,69,0.683,0.677,-4.496,0.047,0.087,0.100,156.019,0.514
Snitching (feat. Quavo & Future),"6,102,253",117,1,Pop Smoke,6852509,['brooklyn drill'],03-07-2020,59,0.944,0.579,-4.961,0.191,0.038,0.253,135.033,0.769
Riptide,"6,089,242",122,37,Vance Joy,2421254,"['folk-pop', 'modern rock', 'pop', 'pop rock']",09-09-2014,78,0.484,0.731,-6.694,0.038,0.431,0.151,101.654,0.510
epiphany,"6,085,522",33,2,Taylor Swift,42227614,"['pop', 'post-teen pop']",24-07-2020,66,0.354,0.267,-13.690,0.028,0.731,0.086,94.219,0.113
Pain 1993 (with Playboi Carti),"6,085,143",12,3,Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,67,0.825,0.373,-5.532,0.108,0.163,0.368,77.271,0.120
LET IT GO (feat. Justin Bieber & 21 Savage),"6,083,338",122,1,DJ Khaled,6278835,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",30-04-2021,75,0.877,0.444,-7.547,0.172,0.240,0.169,129.060,0.658
WITHOUT YOU (with Miley Cyrus),"6,081,034",34,3,The Kid LAROI,2230022,['australian hip hop'],30-04-2021,81,0.655,0.469,-6.257,0.029,0.173,0.096,92.560,0.467
1000 Doves,"6,069,544",106,1,Lady Gaga,18585963,"['dance pop', 'pop', 'post-teen pop']",29-05-2020,58,0.668,0.826,-4.466,0.038,0.024,0.474,122.973,0.388
The Void,"6,068,816",185,1,Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",11-12-2020,61,0.464,0.459,-8.736,0.031,0.365,0.117,142.017,0.079
Smells Like Teen Spirit,"6,065,267",128,30,Nirvana,13261089,"['grunge', 'permanent wave', 'rock']",26-09-1991,77,0.502,0.912,-4.556,0.056,0.000,0.106,116.761,0.720
Trillionaire (feat. Youngboy Never Broke Again),"6,057,848",110,1,Future,10491105,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",15-05-2020,61,0.768,0.526,-7.182,0.209,0.237,0.139,139.999,0.473
Alone Again,"6,055,294",21,2,The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",20-03-2020,66,0.218,0.652,-7.953,0.064,0.033,0.172,65.375,0.060
Merry Christmas Everyone,"6,052,105",38,5,Shakin' Stevens,99249,"['classic uk pop', 'new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock']",25-11-1991,47,0.534,0.904,-3.315,0.037,0.129,0.128,202.899,0.960
Make It Rain,"6,042,929",97,1,"Pop Smoke, Rowdy Rebel",6852509,['brooklyn drill'],12-06-2020,64,0.540,0.770,-3.981,0.389,0.194,0.372,159.494,0.565
P FKN R,"6,041,127",99,2,"Bad Bunny, Kendo Kaponi, Arcangel",36177712,"['latin', 'reggaeton', 'trap latino']",29-02-2020,66,0.820,0.635,-5.749,0.077,0.409,0.244,101.024,0.528
enough for you,"6,040,918",11,10,Olivia Rodrigo,6266514,['pop'],21-05-2021,86,0.638,0.259,-10.706,0.090,0.753,0.219,88.485,0.269
0X1=LOVESONG (I Know I Love you),"6,040,553",134,1,"TOMORROW X TOGETHER, Seori",4136553,"['k-pop', 'k-pop boy group']",31-05-2021,81,0.584,0.836,-4.925,0.079,0.056,0.066,104.973,0.484
RISE! (feat. DAISY WORLD),"6,034,281",141,1,"Tyler, The Creator",6777818,"['hip hop', 'rap']",25-06-2021,73,0.766,0.814,-3.367,0.073,0.044,0.195,108.070,0.481
JUMP (feat. YoungBoy Never Broke Again),"6,033,348",102,1,DaBaby,7601122,"['north carolina hip hop', 'rap']",17-04-2020,62,0.896,0.720,-6.262,0.355,0.169,0.252,140.100,0.966
bloody valentine,"6,032,935",123,1,Machine Gun Kelly,3868320,"['ohio hip hop', 'pop rap']",25-09-2020,77,0.533,0.858,-4.212,0.077,0.000,0.148,160.057,0.506
My Dawg,"6,029,118",131,1,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",02-10-2020,60,0.831,0.532,-5.319,0.301,0.065,0.464,140.105,0.364
Selfish Love (with Selena Gomez),"6,020,785",56,2,DJ Snake,7408249,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",04-03-2021,74,0.723,0.646,-7.973,0.102,0.021,0.099,110.971,0.443
Modern Loneliness,"6,020,508",108,3,Lauv,4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",06-03-2020,68,0.702,0.508,-7.105,0.035,0.144,0.108,82.008,0.143
Lotus,"6,017,103",126,1,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",13-03-2020,58,0.802,0.748,-5.708,0.207,0.240,0.165,150.063,0.516
Boys Will Be Boys,"6,015,914",118,1,Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",11-02-2021,63,0.768,0.486,-5.954,0.035,0.408,0.098,125.021,0.519
Daddy Issues,"6,014,443",99,42,The Neighbourhood,6662605,"['modern alternative rock', 'modern rock', 'pop']",30-10-2015,85,0.588,0.521,-9.461,0.033,0.068,0.123,85.012,0.337
MODUS,"6,013,371",126,1,Joji,4759367,"['alternative r&b', 'viral pop']",25-09-2020,66,0.738,0.533,-7.617,0.049,0.183,0.115,132.008,0.262
Aquelas Coisas,"6,012,839",131,3,João Gomes,409173,['electronic'],01-06-2021,84,0.682,0.873,-4.163,0.045,0.402,0.095,150.006,0.964
Bad Boy (with Young Thug),"6,011,642",27,4,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",15-01-2021,76,0.697,0.674,-6.326,0.053,0.002,0.138,81.535,0.198
Big Drip,"6,010,373",155,1,"Ufo361, Future",1700759,"['german cloud rap', 'german hip hop']",24-04-2020,48,0.791,0.535,-6.753,0.311,0.045,0.129,158.922,0.443
E.T.A.,"6,008,945",135,1,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",14-02-2020,58,0.465,0.494,-7.595,0.066,0.490,0.127,127.298,0.457
Tu Veneno,"6,007,541",128,2,J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",19-03-2021,76,0.664,0.659,-4.232,0.087,0.063,0.087,175.826,0.797
Heart Of Glass (Live from the iHeart Festival),"6,006,877",151,5,Miley Cyrus,15778531,"['dance pop', 'pop', 'post-teen pop']",29-09-2020,71,0.580,0.908,-5.303,0.034,0.000,0.087,115.016,0.427
Heatin Up (feat. Gunna),"6,004,839",65,2,Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",28-02-2020,66,0.788,0.436,-9.435,0.364,0.061,0.098,129.847,0.341
Auto Blu,"5,995,116",122,1,"Shiva, Eiffel 65",561372,"['italian hip hop', 'trap italiana']",26-03-2020,56,0.820,0.783,-6.146,0.062,0.016,0.094,130.015,0.653
Ruff Ryders' Anthem,"5,988,511",139,1,DMX,2815928,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",01-05-1998,72,0.880,0.577,-8.093,0.302,0.056,0.201,90.991,0.740
Lo Vas A Olvidar (with ROSALÍA),"5,963,380",19,3,Billie Eilish,47061119,"['electropop', 'pop']",21-01-2021,68,0.343,0.243,-14.660,0.078,0.721,0.067,135.154,0.032
Miss The Rage (feat. Playboi Carti),"5,952,490",19,12,Trippie Redd,6430522,"['melodic rap', 'rap', 'trap']",07-05-2021,85,0.584,0.859,-5.616,0.121,0.014,0.847,77.005,0.369
Lithuania (feat. Travis Scott),"5,949,270",115,1,Big Sean,8673345,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",04-09-2020,62,0.676,0.820,-5.217,0.055,0.049,0.615,152.028,0.618
Fighting Demons,"5,946,573",36,2,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",10-07-2020,70,0.707,0.670,-6.328,0.257,0.081,0.098,163.099,0.235
peace,"5,943,851",41,2,Taylor Swift,42227614,"['pop', 'post-teen pop']",24-07-2020,67,0.647,0.272,-12.906,0.092,0.918,0.092,150.044,0.339
Reminds Me Of You,"5,942,551",73,6,"Juice WRLD, The Kid LAROI",19102888,"['chicago rap', 'melodic rap']",08-12-2020,75,0.613,0.631,-6.965,0.120,0.066,0.169,149.992,0.330
Stupid Again,"5,938,996",101,1,Tory Lanez,3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",10-04-2020,66,0.775,0.823,-4.941,0.064,0.088,0.309,120.059,0.650
Madonna,"5,936,752",140,1,"Bausa, Apache 207",961181,"['german hip hop', 'german pop']",26-02-2021,68,0.806,0.565,-8.960,0.113,0.470,0.082,116.963,0.311
Hands,"5,934,464",157,1,Mac Miller,6189454,"['hip hop', 'pittsburgh rap', 'rap']",17-01-2020,58,0.739,0.627,-8.608,0.171,0.046,0.159,74.962,0.542
West Coast Shit (feat. Tyga & Quavo),"5,931,242",121,1,Pop Smoke,6852509,['brooklyn drill'],03-07-2020,61,0.831,0.762,-5.656,0.207,0.089,0.107,99.999,0.495
Errbody,"5,929,516",167,1,Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",03-12-2020,68,0.887,0.606,-6.572,0.324,0.000,0.151,139.995,0.272
Los Dioses,"5,929,507",137,1,"Anuel AA, Ozuna",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",22-01-2021,73,0.817,0.737,-5.453,0.102,0.046,0.092,93.985,0.670
Be Like That - feat. Swae Lee & Khalid,"5,929,062",86,19,Kane Brown,3509653,"['contemporary country', 'country road']",10-07-2020,79,0.727,0.626,-8.415,0.073,0.047,0.126,86.970,0.322
Memories,"5,928,329",4,83,Maroon 5,32262679,"['pop', 'pop rock']",11-06-2021,85,0.775,0.327,-7.241,0.056,0.841,0.082,91.050,0.595
Borderline,"5,921,044",139,1,Tame Impala,5064200,"['australian psych', 'neo-psychedelic']",14-02-2020,77,0.621,0.873,-3.067,0.037,0.041,0.082,97.960,0.873
Another Love,"5,914,661",76,16,Tom Odell,1838616,['pop'],17-09-2013,67,0.445,0.537,-8.532,0.040,0.695,0.094,122.764,0.131
Filter,"5,913,946",47,2,BTS,37151476,"['k-pop', 'k-pop boy group']",21-02-2020,79,0.781,0.762,-5.188,0.063,0.022,0.121,110.042,0.860
Here's Your Perfect,"5,912,784",135,4,Jamie Miller,64288,['pop soul'],30-04-2021,85,0.558,0.454,-5.335,0.055,0.499,0.146,113.120,0.424
I Don't Do Drugs (feat. Ariana Grande),"5,912,293",55,2,Doja Cat,8640063,"['dance pop', 'pop']",25-06-2021,80,0.683,0.615,-5.737,0.097,0.222,0.154,77.014,0.450
Take Me To Church,"5,907,750",108,37,Hozier,4781906,"['irish singer-songwriter', 'modern rock', 'pop']",19-09-2014,74,0.566,0.664,-5.303,0.046,0.634,0.116,128.945,0.437
GANG GANG,"5,898,484",36,2,"JACKBOYS, Sheck Wes",437907,"['rap', 'trap']",27-12-2019,69,0.859,0.600,-4.630,0.301,0.071,0.353,123.017,0.568
CLOUDS,"5,897,983",144,1,NF,5831194,"['hip hop', 'pop rap', 'rap']",18-02-2021,69,0.793,0.650,-3.944,0.397,0.371,0.854,128.111,0.809
As I Am (feat. Khalid),"5,896,065",9,6,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",19-03-2021,72,0.595,0.543,-8.149,0.038,0.127,0.098,99.928,0.109
Lettre à une femme,"5,895,243",126,2,Ninho,4764552,"['french hip hop', 'pop urbaine', 'rap francais']",07-03-2020,54,0.487,0.398,-9.901,0.070,0.835,0.120,149.367,0.905
That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),"5,889,939",146,1,Taylor Swift,42227614,"['pop', 'post-teen pop']",09-04-2021,67,0.588,0.608,-7.062,0.037,0.225,0.092,90.201,0.508
Tell Me Why (Taylor’s Version),"5,885,151",147,1,Taylor Swift,42227614,"['pop', 'post-teen pop']",09-04-2021,63,0.578,0.909,-3.669,0.063,0.022,0.333,100.023,0.541
Angels Like You,"5,884,221",86,2,Miley Cyrus,15778531,"['dance pop', 'pop', 'post-teen pop']",27-11-2020,77,0.672,0.642,-4.035,0.031,0.098,0.100,121.981,0.494
Holiday,"5,883,145",76,4,KSI,2008516,['uk hip hop'],18-06-2021,81,0.356,0.684,-7.347,0.088,0.152,0.101,87.188,0.347
Du bist mein,"5,878,493",132,1,"Zuna, Loredana, SRNO",900975,"['albanian hip hop', 'german hip hop']",27-03-2020,54,0.761,0.556,-6.943,0.364,0.138,0.098,187.810,0.521
Renegade (feat. Taylor Swift),"5,876,058",132,1,Big Red Machine,98503,"['eau claire indie', 'folktronica']",02-07-2021,77,0.532,0.708,-8.121,0.051,0.435,0.107,167.977,0.586
Tú Me Dejaste De Querer,"5,874,460",42,12,"C. Tangana, Niño de Elche, La Húngara",1453875,['urbano espanol'],26-02-2021,75,0.823,0.723,-4.778,0.229,0.311,0.100,83.970,0.505
Broken Glass,"5,867,930",114,1,"Kygo, Kim Petras",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",29-05-2020,66,0.526,0.633,-7.002,0.134,0.372,0.129,171.044,0.272
Too Late,"5,867,746",28,2,The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",20-03-2020,67,0.638,0.863,-5.221,0.132,0.052,0.685,120.077,0.226
Tiefschwarz (feat. Samra),"5,867,111",129,1,Kontra K,1818624,"['christlicher rap', 'german hip hop']",25-09-2020,62,0.751,0.783,-5.926,0.220,0.072,0.114,94.003,0.379
You’re Not Sorry (Taylor’s Version),"5,860,405",148,1,Taylor Swift,42227614,"['pop', 'post-teen pop']",09-04-2021,64,0.506,0.444,-4.990,0.029,0.054,0.123,133.873,0.241
Take It Out On Me,"5,858,768",141,1,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",14-02-2020,54,0.772,0.616,-4.673,0.102,0.003,0.104,129.967,0.279
Little Bit of Love,"5,848,466",110,13,Tom Grennan,261225,"['modern rock', 'uk pop']",08-01-2021,80,0.689,0.706,-4.480,0.031,0.083,0.105,106.520,0.623
Ficha Limpa,"5,847,975",138,4,Gusttavo Lima,12969190,"['sertanejo', 'sertanejo universitario']",19-06-2021,85,0.774,0.732,-4.227,0.031,0.108,0.243,135.005,0.734
Snitches & Rats (feat. Young Nudy),"5,846,760",138,1,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",02-10-2020,57,0.821,0.671,-5.893,0.180,0.008,0.097,145.953,0.494
SKYBOX,"5,846,484",159,1,Gunna,3337982,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",06-03-2020,59,0.779,0.707,-6.527,0.160,0.099,0.093,140.894,0.343
cardigan,"5,845,457",1,12,Taylor Swift,42227614,"['pop', 'post-teen pop']",24-07-2020,79,0.613,0.581,-8.588,0.042,0.537,0.250,130.033,0.551
Up,"5,845,156",14,25,Cardi B,17353707,"['dance pop', 'pop', 'pop rap', 'rap']",05-02-2021,83,0.868,0.795,-6.044,0.269,0.001,0.046,166.000,0.819
CANTARES DE NAVIDAD,"5,842,320",171,1,Trio Vegabajeño,36177712,"['latin', 'reggaeton', 'trap latino']",27-11-2020,56,0.764,0.523,-7.371,0.041,0.777,0.352,118.671,0.962
Brand New Draco,"5,841,110",139,1,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",02-10-2020,63,0.697,0.709,-6.642,0.298,0.041,0.089,155.023,0.439
Deserve You,"5,837,372",49,2,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",19-03-2021,69,0.677,0.633,-7.831,0.077,0.031,0.112,89.934,0.409
Dancing With The Devil,"5,836,326",132,1,Demi Lovato,20338833,"['dance pop', 'pop', 'post-teen pop']",26-03-2021,66,0.413,0.640,-5.811,0.043,0.273,0.110,75.245,0.149
No Shame,"5,835,260",67,2,5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",27-03-2020,62,0.576,0.807,-3.019,0.037,0.019,0.096,90.932,0.479
Up All Night,"5,834,918",83,3,Khalid,14190858,['pop'],14-11-2019,69,0.665,0.712,-7.536,0.053,0.001,0.102,93.992,0.669
Body,"5,831,357",61,17,"Russ Millions, Tion Wayne",323203,['london rap'],22-04-2021,84,0.883,0.674,-8.043,0.357,0.210,0.068,141.020,0.730
Ich weiß nicht mal wie sie heißt,"5,827,600",104,1,"Capital Bra, Bozza",4093115,['german hip hop'],18-06-2020,57,0.498,0.836,-3.905,0.184,0.525,0.099,199.846,0.609
Those Kinda Nights (feat. Ed Sheeran),"5,823,422",22,3,Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",17-01-2020,66,0.794,0.637,-6.290,0.339,0.028,0.092,103.868,0.393
Manslaughter (feat. Rick Ross & The-Dream),"5,822,266",150,1,Pop Smoke,6837946,['brooklyn drill'],31-07-2021,55,0.441,0.623,-7.331,0.041,0.135,0.140,78.082,0.285
Plastic Hearts,"5,816,739",172,1,Miley Cyrus,15778531,"['dance pop', 'pop', 'post-teen pop']",27-11-2020,74,0.551,0.756,-4.948,0.065,0.051,0.077,175.984,0.618
safety net (feat. Ty Dolla $ign),"5,798,744",38,2,Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",30-10-2020,70,0.552,0.599,-5.750,0.040,0.070,0.099,161.884,0.092
White Dress,"5,796,978",152,1,Lana Del Rey,13697048,"['art pop', 'pop']",19-03-2021,65,0.493,0.263,-12.805,0.035,0.926,0.088,122.792,0.158
2 Much,"5,794,583",44,2,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",19-03-2021,70,0.583,0.444,-8.601,0.046,0.593,0.353,119.590,0.167
Wildflower,"5,791,343",136,1,5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",27-03-2020,65,0.644,0.768,-4.316,0.046,0.174,0.469,108.992,0.598
RONCA FREESTYLE,"5,784,075",116,1,Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",10-05-2020,64,0.856,0.656,-6.483,0.131,0.165,0.100,90.041,0.586
Can't Die,"5,777,859",49,2,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",10-07-2020,71,0.652,0.671,-5.890,0.076,0.022,0.107,84.008,0.274
Mon Ami,"5,774,770",136,1,Samra,1045091,['german hip hop'],29-01-2020,53,0.801,0.731,-3.723,0.383,0.188,0.111,105.666,0.537
Hawái,"5,769,714",2,52,Maluma,26769304,"['latin', 'reggaeton', 'reggaeton colombiano']",05-11-2020,77,0.766,0.788,-3.128,0.312,0.105,0.142,179.984,0.609
Girl From Rio,"5,768,836",137,1,Anitta,10740222,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",21-05-2021,69,0.732,0.604,-7.472,0.044,0.011,0.219,139.982,0.732
New Normal,"5,768,653",141,1,Khalid,14187747,['pop'],21-07-2021,79,0.390,0.534,-9.575,0.071,0.081,0.184,92.047,0.244
Move Ya Hips (feat. Nicki Minaj & MadeinTYO),"5,768,616",140,1,A$AP Ferg,3037935,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",25-09-2020,61,0.808,0.676,-4.902,0.223,0.062,0.110,144.018,0.076
Bohemian Rhapsody - Remastered 2011,"5,756,583",81,81,Queen,35888760,"['classic rock', 'glam rock', 'rock']",21-11-1975,74,0.392,0.402,-9.961,0.054,0.288,0.243,143.883,0.228
Sie ruft,"5,752,169",141,1,Apache 207,1674348,['german hip hop'],31-07-2020,59,0.819,0.507,-7.336,0.088,0.482,0.105,130.009,0.634
90-60-111,"5,750,861",112,1,Shirin David,559215,"['frauenrap', 'german hip hop', 'german pop']",23-04-2020,64,0.800,0.628,-6.615,0.285,0.103,0.391,143.979,0.745
Had Enough (feat. Quavo & Offset),"5,748,010",39,2,Don Toliver,437907,"['rap', 'trap']",27-12-2019,66,0.750,0.789,-4.578,0.108,0.253,0.129,147.957,0.673
Verde,"5,745,393",134,1,"J Balvin, Sky Rompiendo",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",19-03-2020,63,0.828,0.738,-4.295,0.052,0.038,0.092,94.995,0.818
In the morning,"5,738,325",69,4,ITZY,2379448,['k-pop girl group'],30-04-2021,79,0.847,0.814,-4.668,0.152,0.083,0.095,140.057,0.711
Bandido,"5,734,402",5,32,"Myke Towers, Juhn",6150675,['trap latino'],10-12-2020,85,0.713,0.617,-4.637,0.089,0.122,0.096,168.021,0.682
Nice To Meet Ya,"5,730,427",111,3,Niall Horan,7564659,"['dance pop', 'pop', 'post-teen pop']",04-10-2019,68,0.591,0.841,-4.351,0.030,0.012,0.395,109.034,0.392
Faith,"5,730,081",36,2,The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",20-03-2020,67,0.375,0.605,-7.268,0.073,0.612,0.147,175.946,0.128
Matrix,"5,724,739",151,1,Apache 207,1674348,['german hip hop'],24-02-2020,55,0.789,0.509,-8.766,0.291,0.768,0.272,114.957,0.418
Genius (feat. Lil Tjay & Swae Lee),"5,702,636",159,1,Pop Smoke,6837946,['brooklyn drill'],31-07-2021,53,0.723,0.667,-7.524,0.351,0.256,0.261,143.044,0.396
Blue & Grey,"5,698,275",18,3,BTS,37151476,"['k-pop', 'k-pop boy group']",20-11-2020,77,0.547,0.605,-6.755,0.042,0.420,0.125,121.953,0.364
Del Mar,"5,698,099",83,2,"Ozuna, Doja Cat, Sia",29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",04-09-2020,79,0.759,0.636,-5.585,0.037,0.022,0.166,109.976,0.536
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"5,696,113",22,4,"Tyler, The Creator",6777818,"['hip hop', 'rap']",25-06-2021,84,0.493,0.653,-5.666,0.047,0.269,0.511,142.347,0.852
Paradise (feat. Dermot Kennedy),"5,693,848",25,39,MEDUZA,441674,"['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']",30-10-2020,85,0.632,0.595,-7.644,0.040,0.069,0.209,124.114,0.435
goosebumps,"5,691,540",13,83,Travis Scott,17719446,"['rap', 'slap house']",15-01-2021,87,0.841,0.593,-7.846,0.038,0.418,0.124,124.917,0.808
Wasted Love (feat. Lagique),"5,690,260",90,18,Ofenbach,432581,"['edm', 'new french touch', 'pop dance', 'tropical house']",08-01-2021,85,0.734,0.855,-4.578,0.135,0.082,0.090,121.955,0.540
Santa Baby,"5,687,085",52,5,Kylie Minogue,1324920,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']",30-11-2010,42,0.685,0.391,-7.183,0.044,0.744,0.142,87.101,0.443
